date,region,avg_temp_c,precipitation_mm
2025-01-04,APAC,28.8,2.9
2025-01-04,Latin America,21.2,0.0
2025-01-05,North America,18.2,7.2
2025-01-05,Europe,9.8,1.2
2025-01-05,APAC,30.0,0.0
2025-01-05,Latin America,27.1,0.0
2025-01-06,North America,22.3,0.0
2025-01-06,Europe,12.0,1.9
2025-01-06,APAC,21.0,0.0
2025-01-06,Latin America,24.2,1.6
2025-01-07,North America,13.9,0.4
2025-01-07,Europe,8.5,0.0
2025-01-07,APAC,31.5,0.9
2025-01-07,Latin America,27.6,0.0
2025-01-08,North America,17.0,0.0
2025-01-08,Europe,14.0,0.6
2025-01-08,APAC,29.8,6.3
2025-01-08,Latin America,24.2,4.3
2025-01-09,North America,13.9,1.0
2025-01-09,Europe,13.7,1.8
2025-01-09,APAC,29.4,15.0
2025-01-09,Latin America,22.8,0.2
2025-01-10,North America,16.4,6.2
2025-01-10,Europe,12.9,4.2
2025-01-10,APAC,28.0,12.5
2025-01-10,Latin America,22.9,11.6
2025-01-11,North America,20.8,0.0
2025-01-11,Europe,14.9,1.3
2025-01-11,APAC,26.2,3.5
2025-01-11,Latin America,21.9,0.0
2025-01-12,North America,22.3,3.6
2025-01-12,Europe,14.4,0.0
2025-01-12,APAC,27.3,0.7
2025-01-12,Latin America,26.2,0.5
2025-01-13,North America,12.7,0.0
2025-01-13,Europe,15.0,2.5
2025-01-13,APAC,28.7,1.1
2025-01-13,Latin America,29.7,1.4
2025-01-14,North America,15.7,9.8
2025-01-14,Europe,12.6,5.9
2025-01-14,APAC,21.4,0.0
2025-01-14,Latin America,31.3,0.0
2025-01-15,North America,19.8,3.8
2025-01-15,Europe,15.8,0.0
2025-01-15,APAC,29.3,0.8
2025-01-15,Latin America,29.2,1.2
2025-01-16,North America,18.9,0.6
2025-01-16,Europe,15.6,1.2
2025-01-16,APAC,25.2,0.0
2025-01-16,Latin America,26.3,0.1
2025-01-17,North America,18.8,0.7
2025-01-17,Europe,13.6,0.0
2025-01-17,APAC,31.2,11.5
2025-01-17,Latin America,22.7,1.0
2025-01-18,North America,21.0,0.0
2025-01-18,Europe,9.8,0.0
2025-01-18,APAC,28.6,0.9
2025-01-18,Latin America,26.5,3.0
2025-01-19,North America,20.5,1.1
2025-01-19,Europe,19.3,1.0
2025-01-19,APAC,25.4,3.5
2025-01-19,Latin America,26.4,0.0
2025-01-20,North America,23.8,0.0
2025-01-20,Europe,18.8,0.0
2025-01-20,APAC,30.0,0.0
2025-01-20,Latin America,23.7,0.0
2025-01-21,North America,18.5,0.0
2025-01-21,Europe,14.9,2.8
2025-01-21,APAC,32.7,3.1
2025-01-21,Latin America,29.3,0.0
2025-01-22,North America,21.9,1.9
2025-01-22,Europe,17.0,1.5
2025-01-22,APAC,28.6,1.4
2025-01-22,Latin America,32.2,3.8
2025-01-23,North America,18.1,0.0
2025-01-23,Europe,10.1,2.0
2025-01-23,APAC,30.9,1.5
2025-01-23,Latin America,29.6,0.0
2025-01-24,North America,19.2,0.0
2025-01-24,Europe,15.6,3.0
2025-01-24,APAC,27.2,7.9
2025-01-24,Latin America,25.8,0.0
2025-01-25,North America,18.4,2.4
2025-01-25,Europe,15.3,2.6
2025-01-25,APAC,28.4,6.7
2025-01-25,Latin America,26.3,1.8
2025-01-26,North America,15.2,1.8
2025-01-26,Europe,23.3,0.0
2025-01-26,APAC,29.9,0.4
2025-01-26,Latin America,36.5,0.0
2025-01-27,North America,18.5,1.6
2025-01-27,Europe,15.7,15.6
2025-01-27,APAC,23.0,0.0
2025-01-27,Latin America,29.0,6.8
2025-01-28,North America,21.4,0.0
2025-01-28,Europe,13.3,3.4
2025-01-28,APAC,26.5,0.0
2025-01-28,Latin America,29.8,3.0
2025-01-29,North America,18.3,5.9
2025-01-29,Europe,19.0,0.1
2025-01-29,APAC,30.3,1.8
2025-01-29,Latin America,30.1,2.2
2025-01-30,North America,20.7,3.8
2025-01-30,Europe,18.3,4.5
2025-01-30,APAC,33.6,1.0
2025-01-30,Latin America,22.8,10.7
2025-01-31,North America,18.3,0.0
2025-01-31,Europe,12.0,0.0
2025-01-31,APAC,31.7,2.4
2025-01-31,Latin America,26.3,3.1
2025-02-01,North America,19.7,0.0
2025-02-01,Europe,11.2,3.8
2025-02-01,APAC,31.7,3.0
2025-02-01,Latin America,31.6,1.2
2025-02-02,North America,20.9,0.7
2025-02-02,Europe,16.8,1.3
2025-02-02,APAC,33.1,1.1
2025-02-02,Latin America,25.8,0.7
2025-02-03,North America,17.1,1.3
2025-02-03,Europe,16.8,10.6
2025-02-03,APAC,34.0,2.0
2025-02-03,Latin America,28.5,0.0
2025-02-04,North America,21.5,15.5
2025-02-04,Europe,16.5,3.2
2025-02-04,APAC,32.9,0.8
2025-02-04,Latin America,31.0,15.3
2025-02-05,North America,22.2,7.0
2025-02-05,Europe,13.4,6.0
2025-02-05,APAC,30.2,6.1
2025-02-05,Latin America,27.0,4.6
2025-02-06,North America,22.3,0.0
2025-02-06,Europe,18.2,5.4
2025-02-06,APAC,30.6,0.0
2025-02-06,Latin America,26.8,0.7
2025-02-07,North America,23.5,0.0
2025-02-07,Europe,13.9,1.2
2025-02-07,APAC,31.3,7.5
2025-02-07,Latin America,31.6,3.3
2025-02-08,North America,18.0,3.0
2025-02-08,Europe,19.8,0.2
2025-02-08,APAC,34.4,0.0
2025-02-08,Latin America,31.8,0.0
2025-02-09,North America,20.8,6.6
2025-02-09,Europe,15.9,0.0
2025-02-09,APAC,31.4,5.5
2025-02-09,Latin America,30.5,0.0
2025-02-10,North America,15.7,1.8
2025-02-10,Europe,21.3,0.0
2025-02-10,APAC,31.4,1.5
2025-02-10,Latin America,31.9,0.0
2025-02-11,North America,18.6,0.0
2025-02-11,Europe,22.6,0.0
2025-02-11,APAC,37.6,4.1
2025-02-11,Latin America,32.5,0.0
2025-02-12,North America,22.9,0.7
2025-02-12,Europe,17.2,4.5
2025-02-12,APAC,29.8,0.0
2025-02-12,Latin America,30.4,2.6
2025-02-13,North America,26.2,1.8
2025-02-13,Europe,13.3,1.1
2025-02-13,APAC,29.7,10.5
2025-02-13,Latin America,30.3,0.0
2025-02-14,North America,27.8,3.9
2025-02-14,Europe,20.6,6.9
2025-02-14,APAC,32.4,6.0
2025-02-14,Latin America,33.3,2.1
2025-02-15,North America,24.9,0.4
2025-02-15,Europe,22.2,0.2
2025-02-15,APAC,34.4,7.3
2025-02-15,Latin America,34.0,0.0
2025-02-16,North America,20.5,6.8
2025-02-16,Europe,21.6,0.2
2025-02-16,APAC,30.9,6.3
2025-02-16,Latin America,34.9,0.0
2025-02-17,North America,23.1,7.7
2025-02-17,Europe,18.6,0.0
2025-02-17,APAC,33.2,0.7
2025-02-17,Latin America,26.2,0.0
2025-02-18,North America,27.2,4.7
2025-02-18,Europe,16.4,4.7
2025-02-18,APAC,32.6,12.5
2025-02-18,Latin America,29.9,7.4
2025-02-19,North America,23.7,0.7
2025-02-19,Europe,13.4,0.8
2025-02-19,APAC,32.2,6.9
2025-02-19,Latin America,31.2,5.7
2025-02-20,North America,22.5,12.9
2025-02-20,Europe,21.0,0.3
2025-02-20,APAC,32.6,0.0
2025-02-20,Latin America,33.9,6.0
2025-02-21,North America,23.1,7.9
2025-02-21,Europe,23.2,0.0
2025-02-21,APAC,37.2,0.0
2025-02-21,Latin America,31.7,9.9
2025-02-22,North America,21.4,8.6
2025-02-22,Europe,20.5,0.0
2025-02-22,APAC,30.8,3.8
2025-02-22,Latin America,38.8,3.9
2025-02-23,North America,20.9,0.0
2025-02-23,Europe,22.0,0.0
2025-02-23,APAC,30.5,6.1
2025-02-23,Latin America,31.3,0.0
2025-02-24,North America,26.8,4.6
2025-02-24,Europe,25.3,1.6
2025-02-24,APAC,32.1,4.2
2025-02-24,Latin America,30.6,1.1
2025-02-25,North America,22.1,0.0
2025-02-25,Europe,17.1,3.8
2025-02-25,APAC,33.0,1.3
2025-02-25,Latin America,32.2,3.6
2025-02-26,North America,24.0,0.0
2025-02-26,Europe,20.7,0.0
2025-02-26,APAC,38.3,7.7
2025-02-26,Latin America,32.4,2.5
2025-02-27,North America,20.7,0.7
2025-02-27,Europe,20.7,6.1
2025-02-27,APAC,37.9,0.2
2025-02-27,Latin America,29.1,2.6
2025-02-28,North America,25.3,1.3
2025-02-28,Europe,21.3,0.2
2025-02-28,APAC,33.7,0.6
2025-02-28,Latin America,34.1,0.9
2025-03-01,North America,27.9,2.1
2025-03-01,Europe,20.6,0.4
2025-03-01,APAC,41.9,2.7
2025-03-01,Latin America,29.6,11.1
2025-03-02,North America,23.1,0.3
2025-03-02,Europe,16.2,0.0
2025-03-02,APAC,41.1,1.8
2025-03-02,Latin America,32.6,0.1
2025-03-03,North America,29.5,0.0
2025-03-03,Europe,23.7,4.4
2025-03-03,APAC,27.9,0.0
2025-03-03,Latin America,32.8,1.5
2025-03-04,North America,21.3,0.0
2025-03-04,Europe,22.1,0.0
2025-03-04,APAC,35.3,0.0
2025-03-04,Latin America,35.1,1.8
2025-03-05,North America,21.7,2.3
2025-03-05,Europe,20.1,0.5
2025-03-05,APAC,27.6,0.0
2025-03-05,Latin America,33.4,4.4
2025-03-06,North America,19.5,3.4
2025-03-06,Europe,21.6,0.0
2025-03-06,APAC,34.7,2.0
2025-03-06,Latin America,31.0,0.0
2025-03-07,North America,24.4,0.0
2025-03-07,Europe,20.3,10.2
2025-03-07,APAC,33.0,1.1
2025-03-07,Latin America,32.0,0.0
2025-03-08,North America,23.3,0.3
2025-03-08,Europe,21.6,0.0
2025-03-08,APAC,39.9,1.6
2025-03-08,Latin America,35.0,0.4
2025-03-09,North America,24.9,0.0
2025-03-09,Europe,20.8,9.5
2025-03-09,APAC,32.0,0.2
2025-03-09,Latin America,32.6,11.3
2025-03-10,North America,23.2,3.9
2025-03-10,Europe,22.9,8.6
2025-03-10,APAC,37.3,4.0
2025-03-10,Latin America,33.3,0.9
2025-03-11,North America,31.4,0.6
2025-03-11,Europe,20.2,7.5
2025-03-11,APAC,40.7,3.1
2025-03-11,Latin America,35.0,0.0
2025-03-12,North America,24.1,2.3
2025-03-12,Europe,17.1,10.2
2025-03-12,APAC,33.7,8.8
2025-03-12,Latin America,33.3,1.6
2025-03-13,North America,29.5,16.3
2025-03-13,Europe,20.2,3.8
2025-03-13,APAC,37.7,6.6
2025-03-13,Latin America,36.1,0.0
2025-03-14,North America,31.5,0.0
2025-03-14,Europe,17.5,0.0
2025-03-14,APAC,37.0,10.5
2025-03-14,Latin America,30.5,5.1
2025-03-15,North America,25.1,13.0
2025-03-15,Europe,24.8,4.3
2025-03-15,APAC,38.7,0.0
2025-03-15,Latin America,31.7,1.8
2025-03-16,North America,26.8,4.9
2025-03-16,Europe,23.1,0.0
2025-03-16,APAC,39.3,11.4
2025-03-16,Latin America,30.5,12.0
2025-03-17,North America,23.4,3.1
2025-03-17,Europe,26.9,8.0
2025-03-17,APAC,35.0,3.2
2025-03-17,Latin America,31.0,0.0
2025-03-18,North America,25.4,0.0
2025-03-18,Europe,20.6,1.4
2025-03-18,APAC,29.5,1.3
2025-03-18,Latin America,29.4,0.0
2025-03-19,North America,24.6,8.5
2025-03-19,Europe,22.9,0.0
2025-03-19,APAC,33.5,5.3
2025-03-19,Latin America,32.5,4.0
2025-03-20,North America,25.0,0.3
2025-03-20,Europe,23.3,0.0
2025-03-20,APAC,33.8,13.2
2025-03-20,Latin America,35.8,0.0
2025-03-21,North America,19.5,0.6
2025-03-21,Europe,22.9,1.3
2025-03-21,APAC,36.2,5.6
2025-03-21,Latin America,34.6,0.8
2025-03-22,North America,22.4,0.4
2025-03-22,Europe,26.1,0.0
2025-03-22,APAC,39.2,0.0
2025-03-22,Latin America,33.6,0.0
2025-03-23,North America,26.8,0.7
2025-03-23,Europe,20.3,0.0
2025-03-23,APAC,41.9,7.6
2025-03-23,Latin America,33.4,11.1
2025-03-24,North America,24.3,0.0
2025-03-24,Europe,21.4,11.5
2025-03-24,APAC,32.6,0.4
2025-03-24,Latin America,27.0,0.3
2025-03-25,North America,21.5,0.0
2025-03-25,Europe,17.3,2.5
2025-03-25,APAC,37.0,12.2
2025-03-25,Latin America,34.1,5.6
2025-03-26,North America,27.3,0.2
2025-03-26,Europe,20.9,0.2
2025-03-26,APAC,35.3,3.9
2025-03-26,Latin America,29.5,0.0
2025-03-27,North America,28.0,6.4
2025-03-27,Europe,13.2,5.5
2025-03-27,APAC,36.7,2.7
2025-03-27,Latin America,33.3,0.0
2025-03-28,North America,20.9,2.3
2025-03-28,Europe,21.6,6.7
2025-03-28,APAC,35.1,2.2
2025-03-28,Latin America,31.2,3.5
2025-03-29,North America,25.0,0.2
2025-03-29,Europe,21.7,7.2
2025-03-29,APAC,33.4,1.7
2025-03-29,Latin America,34.4,0.0
2025-03-30,North America,23.4,2.5
2025-03-30,Europe,21.5,4.2
2025-03-30,APAC,36.2,0.7
2025-03-30,Latin America,37.8,0.0
2025-03-31,North America,25.4,14.7
2025-03-31,Europe,17.6,2.8
2025-03-31,APAC,33.6,0.3
2025-03-31,Latin America,33.7,1.2
2025-04-01,North America,24.5,0.0
2025-04-01,Europe,23.6,0.9
2025-04-01,APAC,38.7,0.0
2025-04-01,Latin America,40.2,3.6
2025-04-02,North America,31.2,1.9
2025-04-02,Europe,23.6,0.0
2025-04-02,APAC,39.1,0.0
2025-04-02,Latin America,36.1,4.5
2025-04-03,North America,27.1,0.0
2025-04-03,Europe,21.6,13.1
2025-04-03,APAC,33.0,3.6
2025-04-03,Latin America,33.6,2.0
2025-04-04,North America,29.1,1.4
2025-04-04,Europe,26.1,0.0
2025-04-04,APAC,37.5,2.3
2025-04-04,Latin America,35.5,0.0
2025-04-05,North America,19.4,3.2
2025-04-05,Europe,23.3,7.4
2025-04-05,APAC,34.0,9.0
2025-04-05,Latin America,35.1,5.3
2025-04-06,North America,18.8,0.0
2025-04-06,Europe,21.0,0.0
2025-04-06,APAC,37.8,9.3
2025-04-06,Latin America,33.7,0.6
2025-04-07,North America,31.0,0.0
2025-04-07,Europe,23.7,2.0
2025-04-07,APAC,37.6,1.8
2025-04-07,Latin America,33.0,5.4
2025-04-08,North America,23.9,2.2
2025-04-08,Europe,24.9,0.0
2025-04-08,APAC,33.1,11.3
2025-04-08,Latin America,37.0,1.0
2025-04-09,North America,23.1,0.0
2025-04-09,Europe,19.1,0.0
2025-04-09,APAC,37.6,0.0
2025-04-09,Latin America,32.7,0.0
2025-04-10,North America,28.9,0.1
2025-04-10,Europe,22.0,0.0
2025-04-10,APAC,37.9,0.0
2025-04-10,Latin America,36.9,1.3
2025-04-11,North America,28.4,3.1
2025-04-11,Europe,29.0,4.1
2025-04-11,APAC,38.3,0.0
2025-04-11,Latin America,34.6,0.0
2025-04-12,North America,26.6,0.0
2025-04-12,Europe,20.2,6.8
2025-04-12,APAC,32.2,0.0
2025-04-12,Latin America,32.2,2.4
2025-04-13,North America,27.8,0.2
2025-04-13,Europe,23.7,0.0
2025-04-13,APAC,37.0,5.2
2025-04-13,Latin America,33.6,1.6
2025-04-14,North America,26.6,1.3
2025-04-14,Europe,19.4,1.0
2025-04-14,APAC,36.6,0.0
2025-04-14,Latin America,30.7,8.4
2025-04-15,North America,23.0,2.6
2025-04-15,Europe,25.1,1.3
2025-04-15,APAC,29.7,1.0
2025-04-15,Latin America,33.7,0.0
2025-04-16,North America,22.9,4.1
2025-04-16,Europe,21.5,7.2
2025-04-16,APAC,36.5,2.0
2025-04-16,Latin America,33.3,0.0
2025-04-17,North America,27.6,1.0
2025-04-17,Europe,21.1,6.0
2025-04-17,APAC,41.9,1.8
2025-04-17,Latin America,28.7,1.1
2025-04-18,North America,24.9,5.3
2025-04-18,Europe,22.0,3.5
2025-04-18,APAC,32.1,0.0
2025-04-18,Latin America,32.4,11.8
2025-04-19,North America,25.3,0.0
2025-04-19,Europe,17.8,3.5
2025-04-19,APAC,36.1,4.9
2025-04-19,Latin America,35.3,3.3
2025-04-20,North America,18.9,0.0
2025-04-20,Europe,21.2,5.4
2025-04-20,APAC,34.1,2.4
2025-04-20,Latin America,38.1,1.5
2025-04-21,North America,26.9,0.0
2025-04-21,Europe,19.3,3.2
2025-04-21,APAC,32.4,6.2
2025-04-21,Latin America,33.8,0.0
2025-04-22,North America,24.4,1.4
2025-04-22,Europe,21.6,1.5
2025-04-22,APAC,39.7,12.1
2025-04-22,Latin America,36.0,0.7
2025-04-23,North America,19.5,0.6
2025-04-23,Europe,22.3,0.0
2025-04-23,APAC,34.3,0.0
2025-04-23,Latin America,34.0,5.3
2025-04-24,North America,22.0,0.0
2025-04-24,Europe,20.5,6.9
2025-04-24,APAC,34.7,0.0
2025-04-24,Latin America,35.0,3.1
2025-04-25,North America,22.3,2.4
2025-04-25,Europe,16.7,0.0
2025-04-25,APAC,35.5,3.6
2025-04-25,Latin America,29.9,0.8
2025-04-26,North America,19.4,9.1
2025-04-26,Europe,26.4,12.0
2025-04-26,APAC,32.9,0.8
2025-04-26,Latin America,29.3,4.2
2025-04-27,North America,29.5,5.2
2025-04-27,Europe,26.4,0.0
2025-04-27,APAC,37.3,0.9
2025-04-27,Latin America,28.7,0.0
2025-04-28,North America,22.4,0.0
2025-04-28,Europe,20.6,0.6
2025-04-28,APAC,33.9,3.5
2025-04-28,Latin America,35.4,0.0
2025-04-29,North America,27.1,6.4
2025-04-29,Europe,17.0,5.4
2025-04-29,APAC,37.0,0.4
2025-04-29,Latin America,30.8,10.0
2025-04-30,North America,26.6,8.3
2025-04-30,Europe,22.2,1.8
2025-04-30,APAC,30.7,0.0
2025-04-30,Latin America,38.3,7.4
2025-05-01,North America,22.9,4.9
2025-05-01,Europe,16.6,0.0
2025-05-01,APAC,36.8,3.9
2025-05-01,Latin America,31.2,5.8
2025-05-02,North America,25.7,0.0
2025-05-02,Europe,19.3,0.2
2025-05-02,APAC,32.6,0.0
2025-05-02,Latin America,30.5,0.0
2025-05-03,North America,20.6,1.4
2025-05-03,Europe,19.2,0.0
2025-05-03,APAC,42.1,4.4
2025-05-03,Latin America,38.6,7.8
2025-05-04,North America,27.5,0.0
2025-05-04,Europe,21.8,0.0
2025-05-04,APAC,37.6,6.9
2025-05-04,Latin America,36.2,0.9
2025-05-05,North America,21.1,1.0
2025-05-05,Europe,16.5,0.1
2025-05-05,APAC,34.0,0.0
2025-05-05,Latin America,35.3,0.8
2025-05-06,North America,25.6,5.1
2025-05-06,Europe,18.8,2.5
2025-05-06,APAC,35.6,2.5
2025-05-06,Latin America,31.8,2.6
2025-05-07,North America,21.6,10.3
2025-05-07,Europe,19.1,1.2
2025-05-07,APAC,31.1,0.0
2025-05-07,Latin America,33.0,7.6
2025-05-08,North America,26.5,0.8
2025-05-08,Europe,21.9,1.1
2025-05-08,APAC,39.3,8.3
2025-05-08,Latin America,33.5,1.6
2025-05-09,North America,22.8,0.3
2025-05-09,Europe,24.8,0.5
2025-05-09,APAC,35.7,0.0
2025-05-09,Latin America,33.1,0.3
2025-05-10,North America,28.5,1.7
2025-05-10,Europe,18.0,1.4
2025-05-10,APAC,35.7,5.7
2025-05-10,Latin America,32.5,0.0
2025-05-11,North America,22.6,12.8
2025-05-11,Europe,21.4,0.0
2025-05-11,APAC,34.8,3.0
2025-05-11,Latin America,29.0,3.1
2025-05-12,North America,22.3,3.5
2025-05-12,Europe,19.0,2.3
2025-05-12,APAC,38.8,7.0
2025-05-12,Latin America,36.1,0.0
2025-05-13,North America,23.6,0.0
2025-05-13,Europe,25.2,0.0
2025-05-13,APAC,28.0,1.6
2025-05-13,Latin America,30.4,0.0
2025-05-14,North America,19.6,2.8
2025-05-14,Europe,17.3,0.6
2025-05-14,APAC,37.8,0.3
2025-05-14,Latin America,29.6,10.5
2025-05-15,North America,16.7,0.0
2025-05-15,Europe,20.6,0.2
2025-05-15,APAC,30.0,1.6
2025-05-15,Latin America,30.9,0.0
2025-05-16,North America,23.8,12.0
2025-05-16,Europe,16.9,4.8
2025-05-16,APAC,32.4,7.5
2025-05-16,Latin America,27.1,4.2
2025-05-17,North America,24.4,2.5
2025-05-17,Europe,23.4,1.4
2025-05-17,APAC,36.4,2.8
2025-05-17,Latin America,32.6,3.7
2025-05-18,North America,25.9,0.0
2025-05-18,Europe,17.3,2.0
2025-05-18,APAC,33.4,0.0
2025-05-18,Latin America,31.4,4.4
2025-05-19,North America,25.1,0.4
2025-05-19,Europe,19.8,0.5
2025-05-19,APAC,40.9,0.4
2025-05-19,Latin America,33.5,3.1
2025-05-20,North America,20.4,6.6
2025-05-20,Europe,15.8,2.3
2025-05-20,APAC,31.7,3.7
2025-05-20,Latin America,35.6,4.0
2025-05-21,North America,20.5,1.4
2025-05-21,Europe,15.3,7.9
2025-05-21,APAC,29.2,0.1
2025-05-21,Latin America,27.9,0.4
2025-05-22,North America,23.8,1.3
2025-05-22,Europe,19.4,0.0
2025-05-22,APAC,32.7,0.0
2025-05-22,Latin America,31.6,5.8
2025-05-23,North America,18.7,3.9
2025-05-23,Europe,23.9,0.3
2025-05-23,APAC,31.6,2.9
2025-05-23,Latin America,38.7,2.0
2025-05-24,North America,21.9,3.9
2025-05-24,Europe,22.3,2.0
2025-05-24,APAC,29.7,0.0
2025-05-24,Latin America,27.1,0.0
2025-05-25,North America,24.0,1.9
2025-05-25,Europe,14.6,2.7
2025-05-25,APAC,32.2,0.0
2025-05-25,Latin America,29.7,6.4
2025-05-26,North America,21.7,5.5
2025-05-26,Europe,18.7,4.5
2025-05-26,APAC,33.8,0.0
2025-05-26,Latin America,30.3,0.0
2025-05-27,North America,24.6,3.5
2025-05-27,Europe,20.9,0.0
2025-05-27,APAC,30.5,5.5
2025-05-27,Latin America,24.2,0.0
2025-05-28,North America,24.8,0.6
2025-05-28,Europe,22.5,5.5
2025-05-28,APAC,31.9,0.0
2025-05-28,Latin America,33.1,0.9
2025-05-29,North America,16.6,0.0
2025-05-29,Europe,18.0,1.3
2025-05-29,APAC,28.6,0.0
2025-05-29,Latin America,33.3,3.3
2025-05-30,North America,20.1,2.9
2025-05-30,Europe,18.9,12.1
2025-05-30,APAC,31.5,2.9
2025-05-30,Latin America,31.2,6.6
2025-05-31,North America,19.1,13.0
2025-05-31,Europe,11.2,1.0
2025-05-31,APAC,27.4,0.0
2025-05-31,Latin America,30.0,0.0
2025-06-01,North America,19.4,0.0
2025-06-01,Europe,18.1,7.2
2025-06-01,APAC,31.0,4.0
2025-06-01,Latin America,30.9,14.5
2025-06-02,North America,22.8,0.9
2025-06-02,Europe,17.0,4.0
2025-06-02,APAC,31.3,2.3
2025-06-02,Latin America,30.3,1.9
2025-06-03,North America,19.7,3.8
2025-06-03,Europe,20.2,0.3
2025-06-03,APAC,31.3,0.0
2025-06-03,Latin America,30.2,2.6
2025-06-04,North America,20.5,13.0
2025-06-04,Europe,16.6,1.2
2025-06-04,APAC,33.2,0.5
2025-06-04,Latin America,29.9,0.0
2025-06-05,North America,20.7,0.0
2025-06-05,Europe,16.2,2.3
2025-06-05,APAC,30.6,3.0
2025-06-05,Latin America,26.9,8.5
2025-06-06,North America,18.2,1.1
2025-06-06,Europe,15.6,5.0
2025-06-06,APAC,31.9,1.1
2025-06-06,Latin America,28.0,0.9
2025-06-07,North America,23.1,2.0
2025-06-07,Europe,15.8,5.6
2025-06-07,APAC,30.1,0.7
2025-06-07,Latin America,29.1,2.9
2025-06-08,North America,19.7,1.8
2025-06-08,Europe,14.9,0.0
2025-06-08,APAC,35.6,0.0
2025-06-08,Latin America,26.6,0.0
2025-06-09,North America,20.9,0.0
2025-06-09,Europe,17.4,0.0
2025-06-09,APAC,31.7,5.2
2025-06-09,Latin America,32.8,0.2
2025-06-10,North America,19.0,3.5
2025-06-10,Europe,16.7,0.4
2025-06-10,APAC,28.1,0.0
2025-06-10,Latin America,22.8,0.0
2025-06-11,North America,19.6,0.0
2025-06-11,Europe,16.5,0.2
2025-06-11,APAC,30.8,0.6
2025-06-11,Latin America,27.8,2.7
2025-06-12,North America,17.4,12.1
2025-06-12,Europe,12.8,9.3
2025-06-12,APAC,31.0,2.0
2025-06-12,Latin America,25.7,10.6
2025-06-13,North America,10.8,0.0
2025-06-13,Europe,13.2,3.5
2025-06-13,APAC,23.9,5.5
2025-06-13,Latin America,24.1,0.0
2025-06-14,North America,18.2,1.0
2025-06-14,Europe,12.5,0.0
2025-06-14,APAC,31.0,4.9
2025-06-14,Latin America,25.1,7.5
2025-06-15,North America,17.1,4.8
2025-06-15,Europe,18.5,1.5
2025-06-15,APAC,33.5,0.0
2025-06-15,Latin America,28.2,0.0
2025-06-16,North America,14.4,1.2
2025-06-16,Europe,10.9,1.1
2025-06-16,APAC,31.3,0.0
2025-06-16,Latin America,26.4,11.9
2025-06-17,North America,12.7,1.9
2025-06-17,Europe,11.2,4.0
2025-06-17,APAC,28.1,5.7
2025-06-17,Latin America,29.3,1.6
2025-06-18,North America,14.5,0.0
2025-06-18,Europe,19.1,0.7
2025-06-18,APAC,29.9,0.1
2025-06-18,Latin America,22.2,3.6
2025-06-19,North America,17.4,2.8
2025-06-19,Europe,10.1,0.0
2025-06-19,APAC,26.1,1.4
2025-06-19,Latin America,26.1,0.4
2025-06-20,North America,15.6,4.9
2025-06-20,Europe,11.9,0.0
2025-06-20,APAC,31.8,3.2
2025-06-20,Latin America,27.0,0.3
2025-06-21,North America,17.7,0.0
2025-06-21,Europe,16.1,0.0
2025-06-21,APAC,28.1,3.5
2025-06-21,Latin America,29.3,4.2
2025-06-22,North America,16.9,2.6
2025-06-22,Europe,13.2,0.0
2025-06-22,APAC,26.4,10.6
2025-06-22,Latin America,26.5,1.0
2025-06-23,North America,17.2,0.0
2025-06-23,Europe,13.4,3.4
2025-06-23,APAC,30.0,3.5
2025-06-23,Latin America,23.5,4.0
2025-06-24,North America,15.7,4.4
2025-06-24,Europe,15.6,8.8
2025-06-24,APAC,23.2,0.0
2025-06-24,Latin America,24.8,7.2
2025-06-25,North America,16.5,8.4
2025-06-25,Europe,16.9,0.0
2025-06-25,APAC,28.8,7.5
2025-06-25,Latin America,24.8,5.1
2025-06-26,North America,14.8,2.6
2025-06-26,Europe,10.7,0.0
2025-06-26,APAC,26.0,1.5
2025-06-26,Latin America,24.0,0.0
2025-06-27,North America,16.0,6.6
2025-06-27,Europe,16.9,0.0
2025-06-27,APAC,31.1,15.7
2025-06-27,Latin America,19.9,0.0
2025-06-28,North America,13.8,0.4
2025-06-28,Europe,8.1,1.8
2025-06-28,APAC,23.6,16.7
2025-06-28,Latin America,19.1,0.0
2025-06-29,North America,12.7,2.6
2025-06-29,Europe,11.9,7.0
2025-06-29,APAC,26.1,4.4
2025-06-29,Latin America,23.6,0.0
2025-06-30,North America,15.0,0.0
2025-06-30,Europe,12.5,0.0
2025-06-30,APAC,18.3,0.0
2025-06-30,Latin America,26.9,2.6
2025-07-01,North America,13.6,5.2
2025-07-01,Europe,13.7,0.1
2025-07-01,APAC,24.9,0.0
2025-07-01,Latin America,22.0,0.0
2025-07-02,North America,15.7,1.4
2025-07-02,Europe,5.3,0.0
2025-07-02,APAC,31.5,0.1
2025-07-02,Latin America,19.0,2.3
2025-07-03,North America,19.0,6.5
2025-07-03,Europe,15.4,7.9
2025-07-03,APAC,25.6,7.4
2025-07-03,Latin America,30.7,1.2
2025-07-04,North America,15.8,7.3
2025-07-04,Europe,9.6,1.0
2025-07-04,APAC,29.3,7.1
2025-07-04,Latin America,24.1,0.7
2025-07-05,North America,15.8,3.1
2025-07-05,Europe,10.9,0.0
2025-07-05,APAC,22.0,2.6
2025-07-05,Latin America,24.1,3.6
2025-07-06,North America,16.8,7.7
2025-07-06,Europe,11.0,2.5
2025-07-06,APAC,27.6,5.8
2025-07-06,Latin America,24.6,6.7
2025-07-07,North America,17.4,3.4
