customer_id,region,segment,churn_probability,predicted_clv_12mo,top_churn_drivers
CUST-03269,APAC,Mid-Market,0.952,1404.43,satisfaction_score (+1.45); late_payments_last_year (+1.06); orders_last_year (+0.72)
CUST-03144,APAC,SMB,0.71,399.38,tenure_days (+0.85); contract_length_months (+0.73); discount_pct (+0.33)
CUST-02954,North America,Mid-Market,0.71,375.89,late_payments_last_year (+1.17); tenure_days (+0.74); contract_length_months (+0.60)
CUST-00203,North America,SMB,0.71,612.15,contract_length_months (+0.86); tenure_days (+0.83); discount_pct (+0.50)
CUST-00019,Latin America,Mid-Market,0.709,761.39,support_tickets_last_year (+1.65); tenure_days (+0.52); contract_length_months (-0.40)
CUST-01547,Europe,SMB,0.708,799.37,tenure_days (+0.93); contract_length_months (+0.79); discount_pct (+0.39)
CUST-02145,Latin America,Mid-Market,0.708,500.28,satisfaction_score (+1.25); support_tickets_last_year (+0.77); tenure_days (+0.65)
CUST-03746,Europe,SMB,0.706,224.52,satisfaction_score (+1.77); orders_last_year (+1.47); tenure_days (-1.00)
CUST-01309,Latin America,SMB,0.705,458.25,satisfaction_score (+1.49); tenure_days (+0.75); contract_length_months (-0.26)
CUST-00213,North America,SMB,0.704,837.15,late_payments_last_year (+1.26); satisfaction_score (+0.93); tenure_days (+0.33)
CUST-01905,North America,Mid-Market,0.703,603.35,satisfaction_score (+1.63); tenure_days (+0.83); contract_length_months (-0.18)
CUST-00626,Latin America,SMB,0.703,290.79,satisfaction_score (+1.49); contract_length_months (+0.67); tenure_days (+0.37)
CUST-03278,APAC,SMB,0.702,1074.1,support_tickets_last_year (+1.24); contract_length_months (+0.60); tenure_days (+0.38)
CUST-01692,APAC,SMB,0.7,1089.69,satisfaction_score (+2.89); tenure_days (-0.27); contract_length_months (-0.25)
CUST-01272,Latin America,SMB,0.699,1063.21,satisfaction_score (+1.81); contract_length_months (+0.74); tenure_days (-0.60)
CUST-03140,Latin America,SMB,0.698,347.53,satisfaction_score (+1.62); contract_length_months (+0.59); discount_pct (-0.32)
CUST-00593,Europe,Enterprise,0.697,723.6,satisfaction_score (+1.16); contract_length_months (+0.73); segment_Enterprise (-0.30)
CUST-01756,Latin America,Mid-Market,0.696,585.1,satisfaction_score (+1.33); tenure_days (+0.97); avg_order_value (+0.40)
CUST-03344,Latin America,SMB,0.696,2019.0,satisfaction_score (+1.69); contract_length_months (+0.68); discount_pct (-0.13)
CUST-00798,Latin America,Mid-Market,0.695,430.8,satisfaction_score (+1.91); contract_length_months (+0.70); tenure_days (-0.35)
CUST-00092,APAC,Enterprise,0.694,305.4,satisfaction_score (+1.95); contract_length_months (-0.28); discount_pct (+0.25)
CUST-01193,Latin America,Enterprise,0.694,466.81,satisfaction_score (+1.70); tenure_days (+0.86); contract_length_months (-0.25)
CUST-03376,Latin America,SMB,0.693,917.06,tenure_days (+1.00); contract_length_months (+0.76); discount_pct (+0.26)
CUST-00953,North America,SMB,0.692,496.74,satisfaction_score (+1.50); contract_length_months (+0.75); tenure_days (-0.16)
CUST-02101,Latin America,Mid-Market,0.691,1034.06,satisfaction_score (+2.02); late_payments_last_year (+0.81); tenure_days (-0.42)
CUST-01325,APAC,SMB,0.691,910.74,satisfaction_score (+1.93); avg_order_value (+0.35); contract_length_months (-0.30)
CUST-00892,APAC,Mid-Market,0.689,571.93,contract_length_months (+0.84); tenure_days (+0.83); discount_pct (+0.47)
CUST-03251,North America,SMB,0.689,454.06,tenure_days (+1.10); contract_length_months (+0.76); satisfaction_score (-0.22)
CUST-00911,Europe,Enterprise,0.689,36.02,orders_last_year (+1.25); late_payments_last_year (+1.15); support_tickets_last_year (+0.93)
CUST-01396,Europe,SMB,0.688,717.91,support_tickets_last_year (+1.72); contract_length_months (-0.53); tenure_days (+0.32)
CUST-03914,North America,SMB,0.687,1646.95,late_payments_last_year (+1.19); satisfaction_score (-0.99); contract_length_months (+0.59)
CUST-00841,Latin America,Mid-Market,0.687,528.91,support_tickets_last_year (+1.41); tenure_days (+0.79); avg_order_value (+0.32)
CUST-01721,APAC,SMB,0.686,585.21,satisfaction_score (+1.81); discount_pct (+0.64); contract_length_months (-0.52)
CUST-00739,Europe,Mid-Market,0.684,838.61,satisfaction_score (+1.74); contract_length_months (+0.73); tenure_days (-0.66)
CUST-00561,Latin America,SMB,0.683,400.35,satisfaction_score (+1.52); contract_length_months (+0.76); tenure_days (-0.33)
CUST-00020,North America,SMB,0.683,672.85,satisfaction_score (+2.48); contract_length_months (-0.48); tenure_days (-0.34)
CUST-02081,Latin America,SMB,0.681,785.47,support_tickets_last_year (+1.40); contract_length_months (+0.64); region_Latin America (-0.29)
CUST-01510,APAC,SMB,0.68,100.47,orders_last_year (+1.42); tenure_days (+1.22); satisfaction_score (-0.83)
CUST-01638,Europe,SMB,0.679,569.45,tenure_days (+0.72); contract_length_months (+0.69); discount_pct (+0.51)
CUST-03615,Europe,SMB,0.679,683.71,satisfaction_score (+1.54); tenure_days (+0.95); contract_length_months (-0.30)
CUST-00233,Latin America,SMB,0.679,499.27,satisfaction_score (+1.16); contract_length_months (+0.76); tenure_days (+0.59)
CUST-00224,Europe,SMB,0.678,220.91,satisfaction_score (+1.41); contract_length_months (+0.60); late_payments_last_year (-0.14)
CUST-01231,Latin America,SMB,0.678,1027.81,support_tickets_last_year (+1.33); late_payments_last_year (+1.22); tenure_days (+0.51)
CUST-00897,Europe,Mid-Market,0.677,304.78,tenure_days (+1.10); contract_length_months (+0.65); avg_order_value (+0.36)
CUST-03704,Latin America,SMB,0.676,857.28,satisfaction_score (+2.08); tenure_days (+0.70); contract_length_months (-0.64)
CUST-03974,APAC,Mid-Market,0.676,752.68,satisfaction_score (+0.85); contract_length_months (+0.70); tenure_days (+0.60)
CUST-03133,Latin America,SMB,0.676,593.83,satisfaction_score (+1.74); tenure_days (+0.68); discount_pct (+0.57)
CUST-00411,North America,Mid-Market,0.676,174.61,satisfaction_score (+1.71); contract_length_months (+0.74); tenure_days (-0.26)
CUST-00076,APAC,SMB,0.675,1045.32,satisfaction_score (+0.98); late_payments_last_year (+0.93); tenure_days (+0.73)
CUST-00312,Europe,SMB,0.675,1141.32,late_payments_last_year (+1.13); tenure_days (+1.04); contract_length_months (-0.31)
CUST-00854,Europe,Mid-Market,0.674,1320.69,satisfaction_score (+1.41); contract_length_months (+0.69); is_short_contract (+0.10)
CUST-00418,Latin America,Mid-Market,0.674,440.08,satisfaction_score (+1.43); tenure_days (+0.56); contract_length_months (-0.33)
CUST-03220,North America,Mid-Market,0.673,826.88,support_tickets_last_year (+1.41); satisfaction_score (+0.82); contract_length_months (-0.36)
CUST-00268,North America,SMB,0.673,126.82,orders_last_year (+1.19); contract_length_months (+0.58); satisfaction_score (-0.29)
CUST-02903,Europe,SMB,0.673,568.83,late_payments_last_year (+1.07); tenure_days (+0.66); contract_length_months (+0.57)
CUST-02451,Europe,SMB,0.672,1026.0,late_payments_last_year (+1.46); tenure_days (+0.95); contract_length_months (-0.38)
CUST-03698,APAC,SMB,0.672,920.72,satisfaction_score (+1.96); contract_length_months (-0.32); avg_order_value (+0.11)
CUST-01100,APAC,Mid-Market,0.671,176.47,tenure_days (+1.06); contract_length_months (+0.64); orders_last_year (+0.24)
CUST-02089,North America,Mid-Market,0.669,439.79,contract_length_months (+0.60); tenure_days (+0.50); avg_order_value (+0.49)
CUST-00951,North America,SMB,0.666,1308.8,late_payments_last_year (+0.93); contract_length_months (+0.75); tenure_days (+0.68)
CUST-02993,Europe,Enterprise,0.666,294.18,tenure_days (+1.00); contract_length_months (+0.59); discount_pct (+0.44)
CUST-03016,APAC,SMB,0.666,1474.06,satisfaction_score (+1.43); avg_order_value (+0.43); tenure_days (+0.41)
CUST-00285,North America,Enterprise,0.665,245.24,late_payments_last_year (+1.09); discount_pct (+0.61); contract_length_months (+0.48)
CUST-01142,North America,SMB,0.665,1645.88,support_tickets_last_year (+1.39); contract_length_months (+0.82); tenure_days (-0.40)
CUST-02588,Europe,SMB,0.665,1145.44,satisfaction_score (+2.04); contract_length_months (-0.50); avg_order_value (+0.36)
CUST-00246,APAC,Enterprise,0.664,1409.79,satisfaction_score (+2.16); contract_length_months (-0.42); avg_order_value (+0.38)
CUST-02781,North America,Mid-Market,0.664,826.79,satisfaction_score (+1.41); contract_length_months (+0.55); orders_last_year (-0.11)
CUST-02300,Latin America,Enterprise,0.663,1276.33,satisfaction_score (+1.42); late_payments_last_year (+0.73); avg_order_value (+0.59)
CUST-02509,APAC,SMB,0.662,627.37,satisfaction_score (+1.15); contract_length_months (+0.61); discount_pct (+0.13)
CUST-01561,North America,Mid-Market,0.66,597.59,contract_length_months (+0.83); tenure_days (+0.77); discount_pct (+0.18)
CUST-01034,Europe,SMB,0.66,647.09,tenure_days (+1.08); contract_length_months (+0.78); satisfaction_score (-0.16)
CUST-02384,APAC,SMB,0.659,4919.7,satisfaction_score (+1.88); orders_last_year (+0.30); contract_length_months (-0.16)
CUST-02265,North America,SMB,0.658,487.05,late_payments_last_year (+1.23); tenure_days (+0.74); contract_length_months (-0.57)
CUST-01487,North America,SMB,0.658,677.49,satisfaction_score (+1.50); tenure_days (+0.67); contract_length_months (-0.35)
CUST-00388,Europe,SMB,0.657,949.04,tenure_days (+0.88); contract_length_months (+0.72); satisfaction_score (-0.34)
CUST-03891,APAC,SMB,0.656,384.45,tenure_days (+1.31); contract_length_months (+0.64); satisfaction_score (-0.22)
CUST-03626,Europe,SMB,0.656,358.09,satisfaction_score (+1.75); contract_length_months (+0.68); avg_order_value (-0.53)
CUST-03590,Latin America,SMB,0.656,359.48,late_payments_last_year (+1.17); contract_length_months (+0.78); tenure_days (+0.76)
CUST-02545,APAC,SMB,0.656,727.14,tenure_days (+0.93); contract_length_months (+0.85); satisfaction_score (-0.38)
CUST-00954,Europe,SMB,0.655,668.58,support_tickets_last_year (+1.61); tenure_days (+0.59); satisfaction_score (-0.51)
CUST-02951,Latin America,Enterprise,0.655,658.31,support_tickets_last_year (+1.80); contract_length_months (+0.79); segment_Enterprise (-0.46)
CUST-03917,APAC,Mid-Market,0.655,1889.3,satisfaction_score (+1.87); tenure_days (+0.61); contract_length_months (-0.29)
CUST-01005,Latin America,SMB,0.654,1279.62,satisfaction_score (+1.44); tenure_days (+0.86); contract_length_months (-0.53)
CUST-00349,North America,Mid-Market,0.654,1144.97,late_payments_last_year (+1.33); discount_pct (+0.44); contract_length_months (-0.40)
CUST-01919,North America,SMB,0.653,890.87,support_tickets_last_year (+1.63); tenure_days (+0.68); satisfaction_score (-0.53)
CUST-00258,North America,SMB,0.653,347.06,tenure_days (+1.38); avg_order_value (+0.34); orders_last_year (+0.22)
CUST-02396,North America,SMB,0.651,1480.91,satisfaction_score (+2.52); tenure_days (-0.24); orders_last_year (-0.23)
CUST-03389,Latin America,Mid-Market,0.651,105.07,late_payments_last_year (+1.37); orders_last_year (+1.23); satisfaction_score (-0.43)
CUST-00341,Latin America,Mid-Market,0.651,369.5,tenure_days (+0.91); avg_order_value (+0.75); contract_length_months (+0.63)
CUST-01661,APAC,SMB,0.651,187.26,tenure_days (+0.88); contract_length_months (+0.68); avg_order_value (+0.24)
CUST-03558,North America,Enterprise,0.651,485.89,satisfaction_score (+2.60); contract_length_months (-0.66); tenure_days (+0.48)
CUST-02156,APAC,Enterprise,0.65,1472.6,late_payments_last_year (+0.97); tenure_days (+0.79); contract_length_months (+0.72)
CUST-01598,Europe,SMB,0.648,620.15,tenure_days (+0.96); contract_length_months (+0.78); satisfaction_score (-0.27)
CUST-02234,Latin America,SMB,0.647,303.23,satisfaction_score (+1.65); tenure_days (+0.71); contract_length_months (-0.30)
CUST-03304,Europe,Mid-Market,0.646,82.89,satisfaction_score (+1.59); contract_length_months (+0.61); avg_order_value (-0.35)
CUST-00939,APAC,SMB,0.646,1165.1,tenure_days (+0.91); contract_length_months (+0.77); discount_pct (+0.30)
CUST-00084,North America,SMB,0.646,1894.41,satisfaction_score (+3.01); contract_length_months (-0.54); tenure_days (-0.31)
CUST-02747,Latin America,SMB,0.645,517.72,satisfaction_score (+1.71); contract_length_months (+0.67); tenure_days (-0.34)
CUST-02316,Latin America,Mid-Market,0.645,240.34,satisfaction_score (+1.53); contract_length_months (+0.77); avg_order_value (-0.47)
CUST-01621,APAC,Enterprise,0.645,793.77,satisfaction_score (+1.56); support_tickets_last_year (+0.86); contract_length_months (-0.61)
CUST-00971,APAC,Mid-Market,0.644,121.38,satisfaction_score (+0.87); avg_order_value (+0.64); tenure_days (+0.51)
CUST-00908,North America,Enterprise,0.644,619.36,satisfaction_score (+1.72); contract_length_months (+0.74); segment_Enterprise (-0.47)
CUST-00610,APAC,SMB,0.644,207.94,orders_last_year (+1.93); contract_length_months (-0.43); avg_order_value (+0.41)
CUST-01116,APAC,SMB,0.643,399.05,satisfaction_score (+1.01); contract_length_months (+0.77); tenure_days (-0.17)
CUST-00903,Latin America,Enterprise,0.643,1923.88,satisfaction_score (+1.33); contract_length_months (+0.74); segment_Enterprise (-0.40)
CUST-00994,North America,SMB,0.643,354.47,satisfaction_score (+1.31); contract_length_months (+0.72); avg_order_value (-0.32)
CUST-03396,APAC,Mid-Market,0.642,499.71,satisfaction_score (+1.65); tenure_days (+0.44); contract_length_months (-0.38)
CUST-00025,APAC,SMB,0.641,2971.98,support_tickets_last_year (+1.41); avg_order_value (+0.39); tenure_days (+0.28)
CUST-00866,APAC,Mid-Market,0.64,719.96,satisfaction_score (+1.34); contract_length_months (+0.50); avg_order_value (+0.46)
CUST-00483,North America,Mid-Market,0.638,360.18,satisfaction_score (+2.01); discount_pct (+0.34); contract_length_months (-0.33)
CUST-00923,North America,SMB,0.635,1440.57,late_payments_last_year (+1.32); contract_length_months (+0.66); tenure_days (-0.48)
CUST-02746,APAC,Enterprise,0.634,297.2,late_payments_last_year (+1.40); avg_order_value (+0.36); satisfaction_score (-0.35)
CUST-02530,North America,Mid-Market,0.634,1009.45,satisfaction_score (+1.48); tenure_days (+0.42); contract_length_months (-0.34)
CUST-00415,APAC,SMB,0.632,1468.13,contract_length_months (+0.59); discount_pct (+0.59); orders_last_year (+0.43)
CUST-02923,APAC,Mid-Market,0.632,1248.45,satisfaction_score (+1.58); tenure_days (+0.51); contract_length_months (-0.29)
CUST-01460,Europe,SMB,0.632,321.85,tenure_days (+0.89); contract_length_months (+0.70); avg_order_value (+0.41)
CUST-00250,Europe,SMB,0.63,329.18,orders_last_year (+0.99); tenure_days (+0.77); contract_length_months (+0.61)
CUST-01246,APAC,SMB,0.63,657.97,satisfaction_score (+1.81); avg_order_value (+0.40); contract_length_months (-0.32)
CUST-02987,Latin America,SMB,0.63,553.93,satisfaction_score (+1.98); avg_order_value (+0.53); contract_length_months (-0.31)
CUST-03948,Europe,SMB,0.629,796.59,tenure_days (+0.89); contract_length_months (+0.80); satisfaction_score (-0.45)
CUST-03854,North America,SMB,0.629,643.41,satisfaction_score (+1.08); contract_length_months (+0.75); discount_pct (+0.43)
CUST-01003,North America,SMB,0.629,953.52,satisfaction_score (+1.87); tenure_days (+0.62); contract_length_months (-0.35)
CUST-03094,Europe,Mid-Market,0.628,1000.54,late_payments_last_year (+1.40); contract_length_months (+0.61); satisfaction_score (-0.44)
CUST-02776,Europe,SMB,0.627,368.75,tenure_days (+0.89); contract_length_months (+0.68); satisfaction_score (-0.46)
CUST-03238,North America,SMB,0.627,179.18,tenure_days (+0.72); contract_length_months (+0.62); satisfaction_score (+0.21)
CUST-00958,APAC,SMB,0.625,347.36,late_payments_last_year (+0.93); avg_order_value (+0.82); tenure_days (+0.78)
CUST-02104,Europe,Enterprise,0.625,387.4,satisfaction_score (+1.44); tenure_days (+0.72); avg_order_value (+0.60)
CUST-02730,APAC,Mid-Market,0.624,445.88,support_tickets_last_year (+1.51); satisfaction_score (-0.36); contract_length_months (-0.36)
CUST-00486,APAC,SMB,0.624,1379.59,tenure_days (+0.85); contract_length_months (+0.78); avg_order_value (-0.18)
CUST-00022,North America,Mid-Market,0.621,1310.36,contract_length_months (+0.96); tenure_days (+0.70); satisfaction_score (-0.48)
CUST-01553,Europe,Mid-Market,0.62,1031.79,support_tickets_last_year (+1.49); contract_length_months (+0.78); avg_order_value (-0.37)
CUST-01381,North America,SMB,0.618,107.02,support_tickets_last_year (+1.51); tenure_days (+0.76); discount_pct (-0.43)
CUST-03919,APAC,SMB,0.618,144.1,orders_last_year (+1.16); satisfaction_score (+1.07); contract_length_months (+0.54)
CUST-02691,Europe,SMB,0.618,988.64,contract_length_months (+0.93); tenure_days (+0.74); satisfaction_score (-0.47)
CUST-00628,APAC,Mid-Market,0.618,869.73,tenure_days (+0.91); contract_length_months (+0.89); satisfaction_score (-0.60)
CUST-00543,APAC,SMB,0.618,328.83,tenure_days (+1.08); contract_length_months (+0.80); satisfaction_score (-0.38)
CUST-01718,APAC,Enterprise,0.618,1617.32,satisfaction_score (+2.05); avg_order_value (+0.46); contract_length_months (-0.31)
CUST-00406,APAC,Mid-Market,0.617,816.48,satisfaction_score (+1.29); contract_length_months (+0.65); orders_last_year (-0.14)
CUST-01446,Latin America,SMB,0.615,286.69,satisfaction_score (+2.00); avg_order_value (+0.37); contract_length_months (-0.27)
CUST-01370,Europe,Mid-Market,0.613,925.85,tenure_days (+0.75); contract_length_months (+0.64); avg_order_value (+0.39)
CUST-03733,Latin America,Mid-Market,0.612,2445.58,satisfaction_score (+1.92); tenure_days (+0.55); discount_pct (-0.26)
CUST-02835,North America,SMB,0.61,826.85,satisfaction_score (+1.39); contract_length_months (-0.50); discount_pct (+0.45)
CUST-00369,North America,SMB,0.61,455.14,contract_length_months (+0.84); tenure_days (+0.78); satisfaction_score (-0.40)
CUST-01704,Europe,SMB,0.609,2000.28,satisfaction_score (+1.62); contract_length_months (-0.33); discount_pct (+0.29)
CUST-00616,APAC,SMB,0.608,361.53,support_tickets_last_year (+1.43); tenure_days (+0.65); contract_length_months (-0.43)
